Protein.IDs	Gene.names	Intensity.01	Intensity.02	Intensity.03	Intensity.04	Intensity.05	Intensity.06	Intensity.07	Intensity.08	Intensity.09	Intensity.10	Intensity.11	Intensity.12	Intensity.13	Intensity.14	Intensity.15	LFQ.intensity.01	LFQ.intensity.02	LFQ.intensity.03	LFQ.intensity.04	LFQ.intensity.05	LFQ.intensity.06	LFQ.intensity.07	LFQ.intensity.08	LFQ.intensity.09	LFQ.intensity.10	LFQ.intensity.11	LFQ.intensity.12	LFQ.intensity.13	LFQ.intensity.14	LFQ.intensity.15	MS.MS.count.01	MS.MS.count.02	MS.MS.count.03	MS.MS.count.04	MS.MS.count.05	MS.MS.count.06	MS.MS.count.07	MS.MS.count.08	MS.MS.count.09	MS.MS.count.10	MS.MS.count.11	MS.MS.count.12	MS.MS.count.13	MS.MS.count.14	MS.MS.count.15	MS.MS.count
P32591	SWI3	0	0	133460000	0	723550000	0	313990000	0	0	0	0	514350000	0	0	0	0	0	17090000	0	135580000	0	79288000	0	0	0	0	77441000	0	0	0	0	0	5	0	15	0	10	0	0	0	0	10	0	0	0	40
P32598	GLC7	0	0	37328000	11865000	6934200	0	44348000	5058000	8494400	8011300	0	8800800	0	42356000	12473000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	2	1	1	1	0	1	0	2	1	13
P32599	SAC6	0	0	9352400	0	0	19756000	0	0	0	0	0	0	0	29876000	6716000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	5
P32610	VMA8	31895000	17947000	60759000	29551000	18400000	2.5e+07	26716000	13464000	20124000	49428000	0	56647000	30284000	31271000	88136000	0	0	0	0	0	0	0	0	0	31859000	0	0	0	0	39383000	1	1	2	1	1	1	1	1	1	2	0	2	1	1	3	19
P32629	ANP1	0	0	29380000	9750100	0	0	7594000	0	0	0	0	0	0	9111700	14008000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	1	6
P32639	BRR2	0	49994000	0	0	25226000	0	0	0	0	0	0	4100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	3
P32770	NRP1	0	0	0	0	0	0	0	0	0	0	0	71300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
P32771	SFA1	0	0	0	15295000	0	9469700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2
P32787	MGM101	11328000	0	46095000	10489000	0	9031600	10032000	0	16325000	4976800	0	0	0	10213000	11080000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	1	1	0	2	1	0	0	0	1	1	12
P32791	FRE1	0	0	25004000	19228000	0	9480400	6844200	0	0	8960900	0	11524000	0	20674000	25191000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	1	1	8
P32795	YME1	0	0	8088100	0	0	0	0	0	14276000	6932200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	3
P32796-2;P32796	CAT2	0	0	0	0	0	55867000	0	0	0	0	0	0	41642000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	5
P32799	COX13	0	0	107980000	59158000	19241000	0	32886000	30309000	31494000	51837000	34162000	44807000	55985000	121960000	65022000	0	0	0	42355000	0	0	0	0	0	0	0	0	0	0	36161000	0	0	1	2	1	0	1	1	1	1	1	1	1	1	2	14
P32803	EMP24	25788000	22537000	89798000	34420000	14191000	14760000	45727000	16412000	19514000	25024000	26950000	22137000	17709000	0	58161000	0	23347000	0	19402000	0	0	0	22114000	0	14524000	18865000	0	0	0	0	1	2	2	2	1	1	2	2	1	2	2	1	1	1	2	23
P32835;P32836	GSP1;GSP2	362780000	243650000	919520000	397570000	142500000	422540000	437860000	1.8e+08	265550000	446090000	274430000	644030000	344480000	984870000	991010000	277480000	274500000	334070000	301600000	0	309590000	295280000	0	243330000	299570000	277360000	291500000	271190000	258140000	321350000	3	3	5	4	3	2	3	1	3	3	3	5	4	4	7	53
P32861	UGP1	30847000	10950000	76741000	22687000	0	27411000	29720000	0	21958000	16424000	0	16268000	0	153600000	11245000	23270000	0	0	0	0	0	0	0	0	0	0	0	0	23635000	0	2	1	3	1	0	1	1	0	1	1	0	1	0	5	1	18
P32867	SSO1	0	0	0	0	0	14511000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
P32891	DLD1	9047700	0	57454000	9457100	8140900	46305000	0	0	0	15317000	0	0	17146000	64946000	63036000	0	0	0	0	0	22243000	0	0	0	0	0	0	0	19196000	15831000	1	0	3	1	1	3	0	0	0	1	0	0	1	3	3	17
P32892	DRS1	12630000	26292000	113020000	0	25517000	0	8933600	0	0	0	0	0	0	47494000	38145000	0	0	20186000	0	0	0	0	0	0	0	0	0	0	0	15841000	1	2	5	0	2	0	1	0	0	0	0	0	0	2	2	15
P32895	PRS1	57920000	49131000	277180000	135200000	85141000	68501000	116130000	0	67590000	64358000	20719000	85072000	26943000	74099000	167030000	39410000	43880000	60931000	51652000	48683000	31792000	55711000	0	40378000	32945000	0	34269000	0	35799000	44113000	2	2	6	4	3	3	4	0	3	2	1	3	1	2	5	41
P32902	MRP4	0	0	0	0	1813900000	358880000	0	0	0	0	573540000	0	938930000	0	1187400000	0	0	0	0	466750000	103160000	0	0	0	0	139360000	0	240300000	0	166390000	0	0	0	0	21	7	0	0	0	0	11	0	12	0	13	64
P32911	SUI1	91771000	63994000	67800000	92142000	43908000	113100000	62478000	47631000	33756000	144860000	91059000	141890000	93627000	105650000	107680000	51400000	58763000	24322000	49903000	36604000	60670000	40632000	56697000	0	75470000	58843000	73552000	56984000	40039000	41280000	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	29
P32915	SEC61	0	0	0	47976000	0	76585000	43137000	0	16041000	61193000	0	0	71696000	142360000	77700000	0	0	0	0	0	67976000	0	0	0	0	0	0	0	74466000	0	0	0	1	1	0	2	1	0	1	1	0	0	1	2	1	11
P32916	SRP101	0	0	0	11778000	0	0	0	0	0	0	0	0	0	0	21749000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2
P32939	YPT7	20465000	0	0	0	0	20866000	11976000	10731000	0	0	0	0	0	0	29543000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	6
P33201	MRT4	9510700	7895100	37506000	48287000	0	14714000	9709500	0	8488700	25543000	10088000	13715000	9247000	68004000	0	0	0	0	30009000	0	0	0	0	0	0	0	0	0	33703000	0	1	1	1	2	0	1	1	0	1	2	1	1	1	2	0	15
P33203	PRP40	0	0	0	0	0	0	0	0	0	0	50481000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
P33297	RPT5	0	0	15819000	19617000	0	0	0	0	0	0	21959000	0	0	42979000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	2	0	6
P33298	RPT3	10440000	0	20402000	6470500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2
P33299	RPT1	0	0	96323000	40270000	0	29972000	23284000	0	0	29062000	5832200	0	4870200	61021000	34725000	0	0	19623000	20098000	0	15342000	21366000	0	0	14370000	0	0	0	16135000	15039000	0	0	6	3	0	3	2	0	0	3	1	0	1	4	2	25
P33302;Q04182;P51533	PDR5	96887000	15545000	436190000	105310000	12569000	26678000	113310000	11960000	0	61717000	16588000	17676000	19517000	124150000	108620000	23025000	0	74536000	25844000	0	12161000	31136000	0	0	20887000	0	0	0	23008000	29225000	5	1	14	4	1	2	6	1	0	3	1	1	1	5	5	50
P33303	SFC1	78561000	12325000	363050000	138070000	10670000	199010000	126050000	72319000	9616000	37396000	23648000	16169000	154130000	172820000	167440000	25009000	0	48942000	44258000	0	65802000	37235000	61870000	0	15801000	15230000	0	55770000	39723000	29679000	4	1	10	4	1	4	5	2	1	3	2	1	4	4	6	52
P33322	CBF5	194650000	182810000	522340000	262540000	244760000	266950000	299530000	91570000	122300000	183920000	156390000	103520000	160090000	525130000	397800000	82737000	102810000	111160000	113770000	121980000	91831000	112240000	88578000	73624000	80685000	75273000	50022000	76045000	103410000	97624000	4	6	9	3	9	7	8	3	4	3	3	2	4	10	6	81
P33327	GDH2	0	0	86231000	0	0	0	0	0	0	6757500	0	0	0	13051000	9695300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	1	6
P33330	SER1	0	0	106350000	61753000	0	32523000	21410000	10137000	18636000	112280000	44813000	72539000	0	89143000	19895000	0	0	25980000	43613000	0	0	0	0	0	40140000	0	39288000	0	38422000	0	0	0	5	2	0	2	1	1	1	4	3	3	0	2	1	25
P33331	NTF2	0	0	0	0	0	56450000	0	26881000	13362000	46113000	0	0	0	0	80904000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	5
P33333	SLC1	15218000	0	55125000	36747000	0	11772000	0	0	0	23291000	0	0	0	32584000	23240000	0	0	14881000	16853000	0	0	0	0	0	12257000	0	0	0	13459000	12764000	1	0	3	3	0	1	0	0	0	2	0	0	0	2	2	14
P33401	PGM1	0	0	0	0	0	0	0	0	0	24171000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33416	HSP78	4536100	0	14518000	0	0	7310000	0	0	0	0	8450800	0	7710300	8010900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	6
P33420	NIP100	0	0	0	0	0	37468000	0	0	0	0	0	0	0	29549000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2
P33442	RPS1A	524380000	181750000	901730000	0	416870000	298830000	279270000	94723000	208550000	446010000	188590000	455950000	222940000	21067000	971880000	306280000	0	0	0	371770000	0	0	0	0	247670000	0	246200000	0	0	376490000	3	1	4	0	2	1	1	1	1	2	1	2	1	1	2	23
P33734	HIS7	6173100	0	16206000	0	0	0	18438000	0	0	22305000	0	9868300	6273900	12689000	59139000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	1	2	9
P33750	SOF1	0	0	0	0	7932500	0	8739700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2
P33755	NPL4	0	43819000	0	157660000	0	163560000	0	0	0	0	160560000	59673000	0	0	0	0	46327000	0	47393000	0	53856000	0	0	0	0	76881000	32413000	0	0	0	0	4	0	3	0	5	0	0	0	0	6	3	0	0	0	21
P33759	MRPS5	0	0	0	0	846610000	175410000	0	0	0	0	193540000	0	290860000	0	597260000	0	0	0	0	463400000	88883000	0	0	0	0	102990000	0	183980000	0	124430000	0	0	0	0	7	2	0	0	0	0	3	0	4	0	6	22
P33767	WBP1	11595000	0	20213000	12517000	7234500	28425000	12038000	0	11526000	14920000	21893000	16108000	12427000	67342000	46208000	0	0	0	0	0	16092000	0	0	0	0	13287000	0	0	17782000	16846000	1	0	1	1	1	3	1	0	1	1	2	1	1	3	2	19
P33775	PMT1	24701000	19307000	28362000	39497000	16053000	45633000	18828000	12553000	0	70717000	42160000	42649000	0	49277000	38590000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	2	2	1	0	1	1	15
P33892	GCN1	14538000	5834600	53423000	25538000	8242800	13213000	19960000	0	11375000	14393000	10846000	12173000	11056000	59223000	37922000	0	0	0	17329000	0	0	0	0	0	0	0	0	0	15712000	17027000	1	1	3	2	1	1	1	0	1	1	1	1	1	3	3	21
P33895	NUF2	0	12679000	0	0	0	0	235750000	38627000	0	0	169550000	0	0	0	0	0	0	0	0	0	0	153500000	0	0	0	64817000	0	0	0	0	0	1	0	0	0	0	4	2	0	0	5	0	0	0	0	12
P34167	TIF3	11276000	0	0	11441000	12330000	8558100	0	0	12357000	54340000	0	29472000	10453000	18889000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	3	0	2	1	2	0	13
P34223	SHP1	0	89175000	0	210790000	0	153940000	0	0	0	0	101970000	62995000	0	0	0	0	92780000	0	75166000	0	66805000	0	0	0	0	73675000	36007000	0	0	0	0	2	0	3	0	3	0	0	0	0	2	2	0	0	0	12
P34227	PRX1	10247000	0	0	0	0	0	0	0	14745000	19042000	0	11546000	0	30140000	10399000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	2	1	7
P34241	URB1	0	0	40685000	0	0	0	0	0	0	0	0	6691900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	3
P34760;Q04120	TSA1	1011700000	402660000	1522200000	427140000	366570000	1160800000	784870000	514750000	811690000	1677600000	725750000	1413800000	1085200000	940700000	1396400000	240130000	266410000	185760000	173270000	217840000	241090000	208810000	304640000	278720000	288680000	253030000	244280000	238110000	190670000	188600000	10	5	12	6	6	11	11	6	10	13	9	11	10	9	11	140
P35180	TOM20	10079000	0	0	0	0	35878000	0	0	0	47680000	0	24857000	0	10808000	8793400	0	0	0	0	0	23068000	0	0	0	31068000	0	0	0	0	0	1	0	0	0	0	2	0	0	0	2	0	1	0	1	1	8
P35191	MDJ1	12404000	0	96674000	22879000	6445000	6000700	0	0	0	3351700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	1	1	0	0	0	1	0	0	0	0	0	10
P35197	GCS1	0	0	0	121380000	0	5140200	269850000	0	0	0	0	241180000	0	5535200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	1	0	6
P35207	SKI2	0	0	21709000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
P35691	TMA19	683860000	227980000	569970000	480670000	174400000	956140000	489290000	290170000	343950000	841320000	588950000	1022500000	751600000	970060000	948170000	211780000	212350000	121210000	216690000	147320000	258280000	160660000	261530000	227660000	305330000	348740000	297300000	265010000	194230000	188650000	5	2	4	4	2	5	6	4	4	3	3	6	5	6	5	64
P35719	MRP8	18364000	0	0	0	0	12273000	0	0	14550000	11688000	17490000	10423000	16718000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	7
P35732	DEF1	0	0	2094600000	336120000	0	96042000	0	0	0	0	0	0	0	125240000	1608900000	0	0	406740000	117470000	0	0	0	0	0	0	0	0	0	0	235120000	0	0	9	4	0	2	0	0	0	0	0	0	0	1	11	27
P35844	KES1	0	0	59015000	20219000	8824300	22710000	15145000	0	12434000	23488000	21297000	12344000	21924000	11191000	44727000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	1	1	1	1	1	1	2	14
P35996	MRPL38	0	0	13474000	0	0	0	0	0	0	0	0	0	0	10095000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2
P38711;P35997	RPS27B;RPS27A	922860000	518990000	1691800000	1012600000	702470000	1135900000	884080000	321910000	604750000	1193100000	886260000	1123600000	961400000	1618100000	1884800000	883100000	834320000	1142900000	0	1.025e+09	866960000	1020400000	0	878300000	942440000	0	965850000	930770000	727160000	1164600000	3	2	3	1	3	3	2	1	3	3	1	2	2	3	4	36
P36008	TEF4	483590000	177320000	817490000	211980000	59152000	554020000	2.87e+08	160950000	191430000	906200000	476170000	700010000	459150000	675150000	1008200000	1.51e+08	137110000	155420000	172530000	66216000	167040000	114600000	141730000	151270000	281310000	190540000	210650000	156040000	202390000	188280000	5	3	9	3	2	7	4	3	2	8	6	5	7	4	8	76
P36010	YNK1	8587600	0	0	0	0	24086000	0	0	0	7072200	25347000	0	9164800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	1	0	0	6
P36013	MAE1	11179000	0	81233000	46956000	0	54678000	0	0	0	50076000	0	20879000	28207000	97798000	94211000	0	0	0	18460000	0	0	0	0	0	20487000	0	0	12971000	0	14770000	1	0	4	3	0	1	0	0	0	3	0	1	3	4	4	24
P36015	YKT6	0	0	0	0	0	0	0	0	0	0	4962900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
P36018;P36017;P36019	YPT52;VPS21;YPT53	0	0	11411000	0	0	0	0	0	0	0	0	11171000	0	26301000	9036500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	5
P36056	RSM22	0	0	0	0	157930000	45850000	0	0	0	0	32946000	0	83587000	0	141670000	0	0	0	0	80462000	20698000	0	0	0	0	28107000	0	31870000	0	34416000	0	0	0	0	5	3	0	0	0	0	2	0	4	0	4	18
P36060	MCR1	0	0	50953000	0	0	121120000	0	0	0	57460000	27345000	56623000	74172000	0	48179000	0	0	29512000	0	0	65409000	0	0	0	0	0	0	44168000	0	0	0	0	2	0	0	3	0	0	0	2	1	2	2	0	1	13
P36101	TCD2	5976200	0	19861000	0	0	0	9422500	0	0	0	0	0	0	12014000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	4
P38754;P36105	RPL14B;RPL14A	1059500000	495510000	1524300000	1467200000	778410000	1238600000	901830000	347380000	727210000	1.394e+09	7.28e+08	1308600000	1042200000	2751100000	2317600000	365540000	360050000	417050000	472580000	422680000	419540000	400750000	334180000	390030000	454470000	491480000	455440000	457540000	462470000	492960000	5	3	6	6	5	7	6	4	5	5	2	6	6	7	7	80
P36112	MIC60	16193000	0	1.05e+08	69952000	17776000	0	51586000	0	19389000	54676000	20071000	17837000	0	61533000	51896000	0	0	25589000	0	0	0	0	0	0	0	0	0	0	18561000	20283000	1	0	4	2	1	0	2	0	1	2	1	1	0	3	2	20
P36120	DBP7	0	0	0	0	0	0	5999300	0	0	0	0	0	0	6038100	19756000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	3
P36136	SHB17	13686000	0	0	0	0	0	0	0	0	15558000	0	20546000	20393000	21760000	19428000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	2	1	1	8
P36139	PET10	58673000	18636000	14817000	0	0	23368000	0	0	59912000	26582000	68970000	18903000	26889000	22343000	18946000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	2	1	1	1	1	1	1	12
P36148	GPT2	0	0	18565000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
P36421	TYS1	30032000	23341000	31833000	102160000	15863000	0	21495000	17955000	26828000	79651000	77147000	105190000	76569000	79584000	112840000	0	25047000	0	38582000	0	0	0	0	33394000	38449000	32288000	0	36145000	30284000	32231000	1	2	1	3	1	1	2	1	2	3	3	3	3	3	3	32
P36517	MRPL4	0	0	18963000	13465000	0	0	0	0	0	0	7707000	0	0	19803000	21751000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	5
P36525	MRPL24	0	0	0	9197500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
P37012	PGM2	12535000	0	0	27067000	0	33901000	0	0	8875300	10001000	39834000	0	55954000	30320000	0	0	0	0	14119000	0	0	0	0	0	0	24441000	0	22539000	0	0	1	0	0	2	0	2	0	0	1	1	2	0	3	2	0	14
P37262	SOL2	0	0	0	0	0	0	0	0	0	0	0	0	0	15932000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
P37263		0	0	9470600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
P37291	SHM2	300830000	254420000	728900000	502060000	106460000	564610000	188780000	171440000	136630000	301690000	600200000	333250000	529130000	842410000	739820000	158830000	165090000	186420000	182330000	128290000	189140000	153560000	151390000	126380000	190600000	239980000	185900000	199120000	202710000	189100000	8	5	17	7	3	9	6	4	6	7	8	8	8	9	7	112
P37292	SHM1	0	15711000	203320000	30411000	19311000	58726000	35245000	9751900	0	55546000	55062000	64617000	28346000	120830000	156670000	0	0	29660000	16281000	15778000	22551000	0	0	0	20896000	21578000	20965000	16381000	23675000	25327000	0	1	7	2	2	3	2	1	0	3	4	3	2	5	6	41
P37303	GLY1	24155000	21688000	272370000	183060000	26102000	128760000	73803000	0	32014000	82131000	75431000	1.18e+08	23189000	408740000	181550000	18443000	17787000	46087000	36418000	19401000	37766000	37215000	0	24145000	24680000	26632000	32351000	19098000	73292000	39517000	2	2	9	7	2	5	3	0	3	5	4	6	2	10	6	66
P38009	ADE17	141270000	17334000	223760000	70007000	27026000	104220000	44529000	32624000	35860000	79994000	70404000	84143000	95735000	191820000	202100000	32780000	0	32069000	26111000	17332000	32069000	16319000	18980000	22242000	29227000	29223000	26721000	32811000	26569000	32382000	8	1	10	3	2	5	3	4	2	4	4	5	6	8	8	73
P38011	ASC1	2067900000	1057600000	4.582e+09	2036800000	1399500000	2898800000	1762300000	622900000	1465200000	3332900000	2208400000	2952400000	1807800000	4.808e+09	3147900000	625800000	627370000	637630000	526200000	570660000	615240000	540920000	541460000	584290000	686030000	592620000	662230000	505840000	591960000	619060000	15	10	22	10	13	14	10	6	11	15	13	13	12	17	13	194
P38013	AHP1	220870000	50998000	139800000	149430000	8948200	0	0	0	12781000	0	0	11012000	0	854740000	473090000	125350000	0	0	78880000	0	0	0	0	0	0	0	0	0	175130000	180150000	3	1	3	2	2	0	1	0	1	0	0	2	1	5	3	24
P38061	RPL32	1.186e+09	968630000	2778600000	983400000	813310000	1519200000	1063100000	386660000	729330000	1379900000	751850000	1080400000	1361900000	1366800000	2601200000	807630000	827270000	877450000	690340000	860770000	612630000	865580000	632660000	776860000	639970000	447750000	673260000	686760000	563990000	831920000	3	4	6	2	3	5	3	2	2	4	3	3	5	4	5	54
P38074	HMT1	8124600	0	18622000	0	0	12346000	5865000	0	0	15853000	15670000	9682100	0	9615900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	8
P38075	PDX3	0	16821000	24018000	18765000	11533000	59880000	12192000	14070000	18122000	61431000	32811000	52191000	0	73393000	26608000	0	0	0	0	0	32485000	0	0	0	35719000	0	27511000	0	28792000	0	0	1	1	1	1	3	1	1	1	3	1	3	0	3	1	21
P38077	ATP3	12019000	0	101040000	136160000	0	71152000	11347000	0	0	61693000	64791000	70793000	15382000	163500000	32272000	0	0	45219000	66254000	0	59788000	0	0	0	38434000	0	43364000	0	56171000	34496000	1	0	3	3	0	4	1	0	0	2	1	2	1	4	2	24
P38079	YRO2	0	0	25772000	0	0	0	12116000	0	0	0	0	0	0	17049000	17003000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	4
P38088-2;P38088	GRS1	375130000	182310000	1.1e+09	505450000	345750000	338410000	336970000	161340000	214610000	589230000	221460000	510260000	263930000	1124700000	1023700000	73837000	71291000	95309000	90090000	74134000	70487000	89950000	80434000	78057000	82136000	76709000	83192000	74028000	88952000	91254000	11	9	25	12	11	10	11	8	8	16	8	13	8	21	21	192
P38112	MAK5	14445000	0	82671000	47531000	32654000	0	0	0	0	0	7537600	0	8929800	0	71319000	0	0	21800000	27441000	25767000	0	0	0	0	0	0	0	0	0	19599000	1	0	5	2	2	0	0	0	0	0	1	0	1	0	4	16
P38113	ADH5	0	0	23232000	15173000	0	0	0	0	0	0	0	0	0	19943000	21363000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	4
P38115	ARA1	12834000	0	36871000	0	0	32831000	6980100	0	0	0	0	0	0	11993000	8742500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	1	0	0	0	0	0	0	1	1	8
P38120	MRPS9	0	0	0	0	1627400000	402410000	0	0	0	0	461040000	0	745480000	0	1185600000	0	0	0	0	685040000	128050000	0	0	0	0	166910000	0	274990000	0	221930000	0	0	0	0	8	5	0	0	0	0	6	0	5	0	8	32
P38130	KTR3	255840000	0	0	147790000	99092000	241260000	144240000	99308000	0	240300000	227770000	0	172040000	210320000	195300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	2	1	0	2	1	0	1	2	1	14
P38137	PCS60	12026000	0	26018000	0	0	0	0	0	0	7409100	0	0	20060000	16740000	23002000	0	0	10174000	0	0	0	0	0	0	0	0	0	14277000	0	10151000	1	0	2	0	0	0	0	0	0	1	0	0	2	1	2	9
P38143	GPX2	0	0	0	0	0	19938000	0	0	0	25873000	0	20070000	11901000	34187000	29640000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	7
P38153	APM3	0	0	23279000	14124000	0	0	13213000	0	0	0	0	6124100	0	13485000	13773000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	6
P38175	MRP21	0	0	0	0	544270000	64475000	0	0	0	0	21971000	0	145730000	0	258130000	0	0	0	0	331250000	0	0	0	0	0	0	0	0	0	102740000	0	0	0	0	6	2	0	0	0	0	1	0	2	0	3	14
P38197		0	0	0	0	0	0	0	0	0	16965000	23195000	0	0	19108000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	3
P38203	LSM2	0	0	21456000	0	0	0	0	0	0	0	0	12240000	0	0	17225000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3
P38205	NCL1	65178000	47122000	414060000	102470000	100050000	70558000	115130000	12606000	64354000	26966000	46600000	113690000	19863000	238090000	184960000	32744000	39858000	85723000	42827000	54284000	30759000	53553000	0	36938000	0	29108000	38060000	0	53088000	53915000	4	3	11	5	4	2	3	1	3	1	2	4	1	6	4	54
