Protein.IDs	Gene.names	Intensity.01	Intensity.02	Intensity.03	Intensity.04	Intensity.05	Intensity.06	Intensity.07	Intensity.08	Intensity.09	Intensity.10	Intensity.11	Intensity.12	Intensity.13	Intensity.14	Intensity.15	LFQ.intensity.01	LFQ.intensity.02	LFQ.intensity.03	LFQ.intensity.04	LFQ.intensity.05	LFQ.intensity.06	LFQ.intensity.07	LFQ.intensity.08	LFQ.intensity.09	LFQ.intensity.10	LFQ.intensity.11	LFQ.intensity.12	LFQ.intensity.13	LFQ.intensity.14	LFQ.intensity.15	MS.MS.count.01	MS.MS.count.02	MS.MS.count.03	MS.MS.count.04	MS.MS.count.05	MS.MS.count.06	MS.MS.count.07	MS.MS.count.08	MS.MS.count.09	MS.MS.count.10	MS.MS.count.11	MS.MS.count.12	MS.MS.count.13	MS.MS.count.14	MS.MS.count.15	MS.MS.count
P22082	SNF2	25063000	0	25675000	0	164490000	0	150360000	0	0	0	0	115840000	0	0	0	0	0	12934000	0	38668000	0	44756000	0	0	0	0	39325000	0	0	0	1	0	2	0	6	0	6	0	0	0	0	6	0	0	0	21
P22133	MDH2	31289000	4839400	0	48823000	0	178880000	0	39182000	14655000	0	68258000	0	107330000	0	0	0	0	0	28591000	0	50316000	0	50785000	0	0	28350000	0	37465000	0	0	1	1	0	3	0	5	0	3	1	0	3	0	4	0	0	21
P22137	CHC1	52060000	0	87569000	60826000	0	48296000	42671000	0	24355000	89385000	0	47619000	83217000	183930000	128290000	30360000	0	26821000	33605000	0	0	0	0	23951000	31796000	0	23573000	42180000	31507000	28015000	2	0	4	2	0	1	2	0	2	3	0	2	3	5	4	30
P22138	RPA135	0	16410000	149170000	25087000	15747000	21420000	26293000	8675400	0	25747000	12631000	21675000	21131000	33433000	58350000	0	0	35880000	0	0	0	20903000	0	0	0	0	0	0	0	24249000	0	1	6	1	1	1	2	1	0	1	1	2	1	1	2	21
P22139	RPB10	0	0	34227000	30142000	0	34855000	14369000	0	21822000	0	0	0	13861000	0	19087000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	0	1	8
P22147	XRN1	0	0	0	18241000	0	11247000	0	0	0	0	0	0	0	0	33946000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	4
P22202	SSA4	119550000	0	0	0	0	0	0	0	91156000	0	119580000	0	0	0	0	52419000	0	0	0	0	0	0	0	59217000	0	61606000	0	0	0	0	3	0	0	0	0	0	0	0	3	0	5	0	0	0	0	11
P22203	VMA4	69371000	40615000	0	51596000	23156000	49559000	0	24126000	42674000	217100000	137850000	94804000	53235000	53041000	34914000	44279000	27839000	0	32635000	0	0	0	0	40783000	81858000	82677000	56228000	0	0	0	2	3	0	2	1	1	0	1	2	4	3	2	2	1	1	25
P22217	TRX1	10640000	0	0	20342000	8379200	29620000	0	0	10649000	27865000	0	27817000	12717000	0	9283600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	1	0	1	9
P22276	RET1	0	0	0	0	0	0	37454000	0	31257000	0	0	0	0	0	62346000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	4
P22515	UBA1	16486000	0	44172000	0	0	9270100	0	0	13409000	63176000	19442000	60095000	28472000	61306000	49311000	0	0	0	0	0	0	0	0	0	17078000	0	20124000	19737000	21922000	0	1	0	2	0	1	1	0	0	1	4	1	4	2	3	2	22
P22768	ARG1	181070000	49003000	500900000	333480000	53220000	293090000	197720000	58314000	132370000	198850000	157240000	261590000	196430000	590810000	558980000	60817000	38516000	80802000	73054000	40774000	74052000	69645000	48952000	62402000	53520000	56129000	56654000	68942000	83711000	90273000	7	4	11	8	4	8	9	4	6	7	5	10	8	11	14	116
P22803	TRX2	42957000	32809000	23778000	44042000	30456000	111100000	0	0	35283000	86163000	64871000	88339000	54150000	13656000	40236000	0	0	0	0	0	80969000	0	0	0	0	0	77478000	0	0	0	1	1	1	1	1	2	0	0	1	1	1	2	1	2	1	16
P22943	HSP12	502980000	67473000	0	36695000	0	27924000	38809000	9692600	541870000	32689000	480150000	46965000	65067000	20093000	37598000	193110000	28256000	0	22627000	0	20342000	0	0	282540000	17642000	228710000	27726000	33506000	0	18022000	5	2	0	2	0	2	1	1	6	2	4	2	3	1	2	33
P23180	AIM17	0	0	19271000	0	0	21955000	0	0	0	0	0	0	14251000	20206000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	4
P23202	URE2	7668900	0	16966000	9733200	0	11515000	8799000	0	0	12666000	6365800	10759000	0	0	17335000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	1	0	0	1	9
P23248	RPS1B	4190800000	1.953e+09	1.0037e+10	4581600000	2285300000	3709900000	3453100000	603690000	2537900000	4056700000	3206400000	4021900000	3.565e+09	5784100000	9743700000	593950000	588010000	931540000	590440000	676320000	462790000	696890000	322020000	560190000	516270000	512940000	581460000	525100000	619540000	761570000	22	15	32	21	17	20	19	6	18	16	20	18	21	22	28	295
P23254	TKL1	243070000	141980000	494340000	200790000	111940000	447770000	155330000	46899000	124640000	467690000	196060000	401860000	298750000	487340000	493230000	72714000	81262000	80068000	65028000	78163000	90728000	72154000	65594000	84447000	113300000	72544000	102250000	90196000	77302000	81850000	9	7	10	6	5	10	4	4	4	12	7	10	8	9	11	116
P23292;P23291	YCK2	0	0	25218000	0	0	0	0	0	0	0	0	0	0	0	22780000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
P23301	HYP2	1119400000	691720000	1267100000	780510000	566720000	790330000	661150000	252490000	834860000	1650400000	954970000	1.339e+09	778200000	1298300000	928780000	337860000	327910000	264740000	246950000	295590000	267060000	201720000	257430000	344990000	352670000	333320000	353990000	256540000	217380000	234270000	9	7	10	7	6	6	8	4	8	11	9	11	8	11	8	123
P23394	PRP28	0	0	0	0	0	0	0	0	0	0	82463000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
P23542	AAT2	22708000	0	58898000	18055000	0	22851000	0	0	0	25411000	12272000	21588000	19838000	0	86741000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	1	0	0	0	1	1	1	1	0	3	13
P23638	PRE9	10564000	7803400	17628000	15728000	0	18634000	0	7148100	0	0	0	0	14110000	26194000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	1	1	1	9
P23641	MIR1	333400000	173460000	1304200000	746040000	255120000	1169800000	405640000	199290000	254430000	536830000	341270000	566920000	793400000	1.38e+09	1266500000	93341000	97619000	144430000	194250000	123270000	240900000	126760000	165320000	119670000	138550000	152240000	174280000	192170000	203410000	210650000	6	5	12	8	6	10	8	4	6	8	4	7	10	12	10	116
P23642	VAN1	0	0	13918000	0	0	0	14027000	0	0	0	0	0	0	12685000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	3
P23644	TOM40	22455000	0	56631000	18786000	0	23338000	21758000	0	0	22383000	13658000	20230000	0	99134000	33828000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	1	0	0	1	1	1	0	3	1	13
P23724	PRE7	0	0	22127000	0	0	0	0	0	0	0	0	0	0	43619000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3
P24000	RPL24B	1211700000	292620000	1144200000	146280000	663970000	349630000	1.237e+09	121890000	417610000	641950000	170790000	1024400000	962420000	584860000	608840000	389400000	414540000	540510000	231760000	392380000	332410000	478320000	271460000	396820000	304700000	285770000	310770000	316900000	357800000	514920000	7	5	5	4	5	4	6	3	6	4	4	7	6	4	5	75
P24279	MCM3	0	0	13087000	5761600	0	0	0	0	0	0	0	4699000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	3
P24280	SEC14	0	0	70197000	13737000	0	0	0	0	0	35971000	25625000	72328000	39535000	42744000	60073000	0	0	13608000	0	0	0	0	0	0	22891000	21422000	26517000	17324000	18049000	19308000	0	0	4	1	0	0	0	0	0	2	2	3	2	2	3	19
P24783	DBP2	280260000	101670000	646340000	103400000	134480000	176300000	206020000	32245000	112860000	149450000	51399000	131270000	107310000	806440000	620410000	87688000	76768000	145530000	39893000	83785000	59825000	85441000	0	65426000	52694000	0	51040000	56540000	183120000	111030000	7	3	12	2	3	4	6	1	4	4	1	3	3	11	9	73
P24784	DBP1	6274200000	2586100000	311770000	1228700000	1.6899e+10	121030000	2.4704e+10	0	2.5277e+10	107430000	76133000	4858600000	7210500000	2.2576e+10	1.1144e+10	1.016e+09	841370000	50583000	288750000	2986900000	25694000	3488700000	0	8.013e+09	43397000	37045000	800220000	1.389e+09	1732900000	1586900000	12	9	4	5	61	4	70	0	67	2	2	10	8	59	48	361
P25037	UBP1	0	0	0	5914200	0	0	0	0	0	19296000	0	0	0	0	11123000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	4
P25045	LCB1	10668000	0	52307000	9198900	0	8101400	26658000	0	0	0	0	0	0	34737000	28992000	0	0	0	0	0	0	0	0	0	0	0	0	0	14761000	13038000	1	0	3	1	0	1	2	0	0	0	0	0	0	2	2	12
P25087	ERG6	152310000	60454000	224390000	89196000	54112000	293260000	101990000	27788000	29165000	179570000	103980000	208950000	164520000	341400000	221980000	36251000	38606000	46292000	46437000	34520000	60709000	33354000	38406000	36201000	49961000	43098000	47651000	48434000	48569000	48718000	5	3	7	4	4	8	4	2	3	5	4	6	5	6	5	71
P25293	NAP1	56454000	0	124460000	42756000	7396000	70316000	20334000	0	0	52097000	50661000	42074000	24910000	50118000	139010000	31439000	0	35552000	0	0	36529000	0	0	0	36185000	32126000	0	0	0	45420000	2	0	3	1	1	2	1	0	0	2	2	1	1	1	3	20
P25294	SIS1	68043000	0	12242000	0	0	0	0	0	4979400	0	16212000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	1	0	0	0	0	7
P25297	PHO84	0	6478000	47826000	21364000	0	0	0	0	0	0	0	0	0	28772000	37797000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	5
P25339	PUF4	0	0	0	0	0	0	0	0	0	0	0	0	0	21061000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
P25340	ERG4	0	0	0	0	0	0	0	0	0	0	0	12412000	0	21914000	16425000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3
P25342	CDC10	14757000	5913100	24288000	21987000	0	18573000	14082000	0	0	15040000	15845000	15662000	20931000	37484000	27900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	12
P25359	RRP43	260140000	117200000	0	0	85523000	14207000	0	15089000	0	0	0	0	0	0	0	53491000	70627000	0	0	50180000	10090000	0	0	0	0	0	0	0	0	0	7	6	0	0	4	2	0	1	0	0	0	0	0	0	0	20
P25368	RRP7	0	0	20015000	0	0	0	6282600	0	0	0	0	0	0	19372000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	3
P25373	GRX1	19899000	0	13863000	0	0	0	0	0	0	0	0	0	0	7766400	16967000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	4
P25374	NFS1	0	0	25338000	0	0	0	10176000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2
P25379	CHA1	10626000	0	54052000	17586000	25955000	0	0	0	0	0	0	0	14141000	0	68334000	0	0	23986000	0	22875000	0	0	0	0	0	0	0	0	0	22422000	1	0	2	1	2	0	0	0	0	0	0	0	1	0	3	10
P25380	SPS22	0	0	0	0	0	0	0	0	0	0	0	0	0	3323800	69010000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
P25443	RPS2	2139500000	807100000	4208200000	2.188e+09	1104600000	1404900000	1414700000	805560000	1262500000	1662600000	1630800000	3031400000	1351900000	5.012e+09	4.185e+09	482690000	348700000	565140000	613110000	473340000	506690000	511950000	449710000	399960000	637360000	524410000	547260000	456970000	949760000	673440000	13	8	20	12	12	9	12	8	11	10	9	15	10	14	19	182
P25491	YDJ1	216440000	18982000	377270000	47692000	56390000	63884000	51394000	29675000	37287000	33616000	34686000	138160000	88305000	264210000	190240000	79125000	0	97544000	89146000	0	0	38455000	0	0	0	0	70752000	61803000	74767000	84226000	4	1	7	2	1	1	2	1	2	1	2	3	2	4	2	35
P25567	SRO9	73827000	67914000	168350000	148840000	77444000	65224000	63440000	20369000	48271000	141430000	91761000	176780000	50983000	186350000	146070000	40497000	61766000	45180000	64886000	63880000	47823000	40278000	0	32720000	58415000	48016000	62237000	0	47637000	58826000	2	2	4	3	2	2	2	1	3	3	3	4	1	5	3	40
P25605	ILV6	159480000	55775000	400050000	64163000	71307000	102930000	173270000	11918000	18461000	122430000	46568000	117140000	81359000	372680000	381360000	38602000	31214000	57733000	23575000	33113000	34823000	51804000	0	0	27941000	14660000	31222000	25129000	42735000	64150000	6	3	11	2	4	3	6	1	1	6	2	4	3	9	11	72
P25613	ADY2	0	0	28383000	76756000	0	1.09e+08	0	0	0	0	0	0	57497000	67431000	12309000	0	0	10218000	40835000	0	53565000	0	0	0	0	0	0	0	21278000	0	0	0	2	2	0	3	0	0	0	0	0	0	1	3	1	12
P25694	CDC48	213090000	1.4833e+10	314740000	2.1104e+10	77582000	2.3648e+10	78316000	67814000	31408000	210010000	2.4671e+10	1.3925e+10	206570000	311340000	281620000	27419000	3452300000	21730000	2831300000	14296000	3033800000	7119100	12125000	4095400	22924000	3996700000	1767100000	23036000	23441000	21812000	9	64	11	61	5	75	5	6	2	7	82	61	7	8	12	415
P25719	CPR3	9414800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
P26321	RPL5	1887300000	1215300000	3814400000	2164500000	1295800000	2.207e+09	1.758e+09	689270000	1216800000	2455400000	1486800000	2707900000	1.992e+09	4190600000	3404300000	747210000	860600000	862570000	795840000	746010000	804440000	782280000	733550000	771100000	945990000	824290000	994390000	880940000	1090700000	1005300000	9	8	16	10	9	14	8	5	9	13	8	12	11	15	16	163
P26637	CDC60	214350000	53242000	466820000	182820000	82031000	203860000	173620000	54800000	125360000	278180000	195080000	319030000	141760000	522430000	537970000	45810000	27728000	56794000	46737000	37137000	57229000	51383000	35873000	46041000	58599000	51773000	60472000	43259000	75608000	66253000	9	4	13	7	5	7	6	3	6	9	8	8	5	14	14	118
P26783	RPS5	1.694e+09	723230000	5152200000	5424500000	1.973e+09	6.124e+09	1791600000	765320000	2424400000	4590700000	4060100000	4020200000	4000900000	8613100000	6.767e+09	1125100000	1.135e+09	1440700000	1487200000	1314900000	1744500000	1494200000	979500000	1711900000	1901700000	1617900000	1785500000	1794200000	1967700000	2226900000	16	10	17	18	13	17	19	6	13	17	21	17	16	19	17	236
P26784	RPL16A	195420000	0	257670000	66432000	0	79349000	54671000	0	43755000	59654000	36278000	70187000	70240000	127320000	137390000	66862000	0	85461000	73666000	0	65830000	0	0	69577000	0	0	0	0	76807000	78199000	3	0	5	2	0	1	1	0	2	1	1	1	1	3	4	25
P26785	RPL16B	230030000	119270000	815550000	182360000	116900000	415630000	3.06e+08	132790000	145310000	369440000	105290000	371050000	449690000	548290000	761790000	151140000	0	244790000	145060000	0	140330000	192220000	101870000	113660000	157140000	85703000	149130000	165740000	158040000	224770000	4	1	12	4	1	6	3	3	2	5	3	6	7	8	9	74
P26786	RPS7A	2981800000	1438600000	5267400000	4.734e+09	1990600000	3257100000	2906200000	886460000	1870900000	3400700000	3.425e+09	5294400000	3.002e+09	8.652e+09	9097800000	589310000	550810000	785360000	831770000	661180000	846420000	724440000	611650000	586840000	849190000	874160000	902530000	713320000	1094300000	1174500000	16	13	21	17	15	14	19	8	13	16	15	21	14	20	21	243
P27476	NSR1	1394700000	1073400000	1798400000	778410000	1164300000	773740000	1867700000	624550000	1.999e+09	895740000	788910000	878220000	1268900000	1472500000	1211900000	413020000	533880000	279630000	223970000	490070000	183240000	450780000	363690000	567970000	255960000	249440000	240940000	325120000	202230000	257380000	9	9	12	9	9	10	14	7	15	8	10	10	12	14	7	155
P27614	CPS1	6322300	0	10690000	0	0	0	7603000	0	6697300	6271000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	1	0	0	0	0	0	6
P27616	ADE1	0	0	0	10557000	0	17982000	0	5592300	0	10607000	0	0	49615000	0	12189000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	3	0	1	8
P27929	NAM9	0	0	0	0	607140000	67028000	0	0	0	0	106540000	0	450580000	0	659430000	0	0	0	0	246660000	19720000	0	0	0	0	41884000	0	134640000	0	119390000	0	0	0	0	9	2	0	0	0	0	5	0	8	0	12	36
P28000	RPC19	32202000	0	30189000	20080000	0	0	16603000	0	9412900	21830000	12894000	21136000	0	48500000	27158000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	1	1	1	1	0	3	1	13
P28007	GAR1	82566000	116660000	179660000	182780000	91246000	91196000	140390000	46332000	96300000	69732000	0	117060000	47836000	297460000	213790000	58102000	83203000	63454000	69710000	82077000	59195000	79293000	54681000	66286000	49131000	0	55081000	57691000	84419000	68032000	3	6	4	6	4	2	6	2	4	2	1	5	3	5	6	59
P28240	ICL1	52855000	13813000	36507000	164030000	0	482640000	0	65334000	54235000	47011000	125290000	0	285380000	211500000	32323000	36493000	0	14475000	32383000	0	135140000	0	41780000	48373000	15596000	38965000	0	55512000	31411000	13792000	3	1	2	7	0	11	0	3	2	3	5	0	8	5	2	52
P28241	IDH2	0	0	236690000	64541000	12260000	105300000	92491000	0	23211000	0	0	43517000	10207000	132520000	105140000	0	0	71601000	58921000	0	0	59251000	0	0	0	0	0	0	44919000	0	0	0	5	3	1	2	3	0	1	0	0	1	1	3	2	22
P28272	URA1	123010000	0	155930000	187080000	58705000	21456000	87180000	0	56555000	115390000	28068000	86728000	0	217420000	69799000	69917000	0	56326000	74120000	49841000	0	56663000	0	0	55936000	73920000	0	0	71717000	0	2	0	2	4	2	1	2	0	1	3	2	1	1	4	1	26
P28274	URA7	105720000	24140000	563010000	170930000	54130000	102080000	147990000	43343000	63858000	115710000	88834000	143180000	68530000	392490000	350940000	44976000	0	125360000	60505000	38516000	41206000	57714000	43569000	40626000	51547000	39020000	53914000	37920000	77361000	72387000	5	1	13	7	3	3	6	2	4	3	5	4	2	7	9	74
P28707	SBA1	0	0	0	0	0	0	0	0	0	17527000	14944000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P28777	ARO2	95332000	17921000	178270000	143950000	11593000	18048000	80122000	10605000	58095000	0	137340000	85946000	84458000	47382000	267580000	42906000	28929000	46634000	57381000	0	0	62116000	0	0	0	69839000	54067000	36463000	0	71143000	3	2	4	3	1	1	3	1	1	0	3	2	3	2	5	34
P28778	MRP17	0	0	0	0	391640000	47322000	0	0	0	0	122980000	0	94709000	0	476160000	0	0	0	0	225880000	0	0	0	0	0	57876000	0	0	0	85492000	0	0	0	0	4	1	0	0	0	0	4	0	1	0	7	17
P28834	IDH1	238800000	86819000	487270000	354010000	95259000	393900000	191010000	131510000	93495000	162700000	183270000	224480000	283670000	514060000	290200000	105540000	99799000	126660000	153530000	94394000	150810000	120430000	146570000	85599000	88275000	91672000	93861000	145930000	127690000	106030000	6	3	8	7	3	7	5	4	3	3	5	5	5	7	6	77
P29311;P34730	BMH1;BMH2	26716000	0	92137000	53334000	0	54569000	53980000	0	31490000	100920000	76360000	85549000	37743000	132230000	100400000	0	0	34133000	30657000	0	0	35134000	0	0	46364000	49986000	39397000	0	52819000	41281000	1	0	2	2	0	1	2	0	2	3	2	3	1	2	2	23
P29453	RPL8B	225350000	129330000	1035800000	471160000	122220000	166220000	377780000	0	392880000	165940000	477200000	419850000	202710000	539150000	881340000	209920000	0	215200000	204970000	0	0	229420000	0	198150000	0	173780000	195620000	209420000	156670000	211710000	2	1	4	3	1	1	3	0	3	1	4	2	2	3	4	34
P29509;P38816	TRR1	40443000	0	56049000	18520000	23475000	91173000	13131000	25810000	58244000	126180000	98984000	46726000	0	79768000	38561000	0	0	0	0	0	32460000	0	0	41438000	46628000	0	0	0	35256000	0	1	0	2	1	1	3	1	1	2	3	1	1	0	2	1	20
P29547	CAM1	0	0	29679000	0	0	0	0	0	0	0	0	0	26915000	0	28169000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	3
P29704	ERG9	0	0	40699000	0	0	13383000	0	0	0	15838000	0	0	0	39775000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	1	0	6
P29952	PMI40	0	12927000	31662000	0	9599100	0	14493000	6317300	10981000	60691000	8626200	55080000	35807000	0	18318000	0	0	11371000	0	0	0	0	0	0	27320000	0	0	21789000	0	0	0	1	2	0	1	0	1	1	1	3	2	2	2	0	1	17
P30624	FAA1	19918000	0	40182000	0	0	22482000	27909000	0	0	14660000	0	6528100	24984000	27779000	30603000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	9
P30771	NAM7	19553000	0	104050000	10198000	0	0	53266000	0	0	0	0	0	0	10075000	60564000	0	0	0	0	0	0	31300000	0	0	0	0	0	0	0	22219000	1	0	5	1	0	0	3	0	0	0	0	0	0	2	3	15
P30902	ATP7	0	0	17114000	30252000	0	142560000	0	0	0	118950000	63635000	74933000	75121000	61901000	55479000	0	0	0	0	0	52049000	0	0	0	41711000	49062000	31156000	55007000	28235000	25413000	0	0	1	1	0	3	0	0	0	3	2	2	2	2	2	18
P30952;P21826	MLS1	448850000	175330000	505600000	390080000	38447000	536970000	156670000	291820000	302640000	191040000	259290000	222180000	506660000	584350000	205560000	149520000	127080000	112530000	174990000	0	263270000	0	283480000	159930000	105730000	162680000	103830000	248910000	154660000	92245000	7	6	7	7	1	9	2	6	7	4	7	4	8	8	4	87
P31116	HOM6	123970000	36685000	136850000	193600000	21322000	257940000	73224000	43973000	32072000	319660000	243370000	288810000	160390000	344720000	131520000	49312000	30393000	40005000	52069000	0	79307000	44278000	44103000	0	76504000	68658000	75735000	53328000	65678000	41676000	5	1	4	7	1	7	3	2	1	7	7	8	5	8	5	71
P31373	CYS3	110130000	101480000	696050000	415980000	222360000	771890000	223390000	72015000	93997000	603890000	489270000	626440000	278540000	793510000	715780000	68653000	83930000	134210000	138420000	110220000	211850000	95181000	96490000	92616000	171110000	169570000	182390000	119800000	178610000	152460000	4	4	9	6	6	7	5	2	3	8	7	8	6	6	10	91
P31382	PMT2	15604000	0	42331000	15706000	9569900	18572000	25904000	0	12264000	15297000	18804000	11334000	14234000	24378000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1	1	2	0	1	1	1	1	1	1	0	14
P31412	VMA5	13326000	12906000	42730000	42207000	0	26119000	8945500	9904500	9677600	91658000	33801000	134330000	29584000	101480000	58493000	0	0	14162000	18391000	0	0	0	0	0	30937000	25047000	29521000	24263000	22887000	17939000	1	1	2	3	0	1	1	1	1	4	2	6	3	3	3	32
P31539	HSP104	229370000	15682000	46865000	17713000	8986800	51054000	23938000	0	14179000	24271000	324450000	0	8892200	69141000	60400000	70315000	0	11117000	0	0	13669000	23706000	0	5803600	0	101490000	0	0	14422000	17604000	10	1	4	1	1	3	2	0	3	2	11	0	1	3	3	45
P31787	ACB1	27276000	0	0	39977000	0	26835000	0	0	20797000	108900000	25100000	49029000	0	0	30473000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	3	1	1	0	0	1	10
P32074	SEC21	10476000	0	44911000	15782000	0	0	11362000	0	0	0	13200000	14160000	0	0	34714000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	1	0	0	0	1	1	0	0	2	10
P32191	GUT2	0	0	23790000	18258000	0	21326000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	3
P32263	PRO3	10593000	0	0	0	0	0	0	0	0	0	0	0	0	0	53321000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
P32264	PRO1	0	0	8975300	0	0	0	0	0	0	0	0	0	0	0	10134000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
P32288	GLN1	18627000	7849700	87965000	10808000	0	0	0	0	11102000	26089000	0	23422000	8035000	0	58466000	0	0	24034000	0	0	0	0	0	0	20557000	0	18083000	0	0	19513000	1	1	3	1	0	0	0	0	1	2	0	2	1	0	2	14
P32316	ACH1	63053000	28357000	227060000	250360000	26290000	510150000	60489000	185980000	18477000	49650000	108460000	58077000	465040000	568750000	103980000	28434000	21848000	40297000	69691000	18147000	130040000	29808000	131080000	0	21821000	36233000	20382000	125170000	93049000	27313000	3	2	6	7	2	8	3	6	1	2	5	3	8	13	3	72
P32324	EFT1	3870500000	2063500000	1.1149e+10	3608300000	2427400000	4778800000	3804700000	1133300000	2.721e+09	5.247e+09	3086400000	5108400000	3.392e+09	9052500000	7884700000	443620000	436390000	594400000	427400000	464380000	514310000	516590000	429470000	502910000	524630000	458910000	507950000	444890000	619060000	540380000	37	29	52	36	31	35	33	20	31	38	30	43	34	49	48	546
P32327	PYC2	213480000	41305000	602680000	166980000	73830000	191430000	191780000	0	40322000	146240000	113170000	116480000	152520000	321380000	426960000	49129000	28457000	85689000	54294000	36907000	51802000	54436000	0	26341000	40802000	34660000	39504000	55272000	60955000	64153000	9	3	15	7	5	7	6	0	2	7	4	5	6	9	11	96
P32332	OAC1	0	0	96509000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
P32340	NDI1	10548000	0	37724000	44133000	5865200	105740000	0	0	7929800	15811000	18909000	0	53544000	80871000	33933000	0	0	0	29571000	0	45343000	0	0	0	0	0	0	29827000	36864000	0	1	0	1	2	1	3	0	0	1	1	1	0	3	2	1	17
